Name or Synonym,RID,Parent RID
definitely not,RID39,RID29
bone age,RID39030,RID35977
bowed,RID39031,RID5863
brown,RID39032,RID38814
center,RID39033,RID5817
cholecystokinin,RID39035,RID50037
cloudy,RID39036,RID39152
yellow,RID39037,RID38814
location,RID39038,RID35977
additional location,RID39039,RID49780
color,RID39040,RID35977
concave,RID39041,RID5863
concentration,RID39042,RID35977
congruent,RID39043,RID5851
contiguous,RID39044,RID5851
imaging with contrast,RID39045,RID13060
convex,RID39046,RID5863
definite,RID39047,RID29
delayed,RID39065,RID5716
depth,RID39066,RID35977
degenerated,RID39067,RID39085
discontiguous,RID39068,RID5851
dislocated,RID39069,RID5817
disrupted,RID39070,RID5817
dyskinetic,RID39071,RID5921
elongated,RID39072,RID5863
geriatric,RID39075,RID5639
quality descriptor,RID39077,RID6
excellent,RID39079,RID39077
fair,RID39080,RID39077
poor,RID39081,RID39077
physiological condition descriptor,RID39085,RID6
fractured,RID39086,RID39085
full-term,RID39087,RID5639
good,RID39088,RID39077
green,RID39089,RID38814
hypogastric,RID39098,RID39085
hypoinflated,RID39099,RID39085
hypokinetic,RID39101,RID39085
anatomically-related descriptor,RID39102,RID6
inferoseptal,RID39103,RID39102
inferolateral,RID39104,RID5817
improved,RID39105,RID39077
inadequate,RID39106,RID5683
indeterminate,RID39110,RID29
infrapedicular,RID39111,RID39102
insignificant,RID39112,RID5683
insufficient,RID39113,RID5761
sufficient,RID39114,RID5761
intact,RID39115,RID39085
intertarsal,RID39118,RID39102
ischioanal,RID39119,RID39102
known,RID39120,RID29
lateral,RID39121,RID5817
layered,RID39122,RID5738
length,RID39123,RID10409
macroscopic,RID39124,RID5772
microscopic,RID39125,RID5772
late arterial phase,RID39127,RID11080
process,RID39128,RID1
biological process,RID39129,RID39128
metabolism,RID39130,RID39129
metallic,RID39131,RID5738
motility,RID39132,RID35977
multilobulated,RID39133,RID5863
postmenopausal,RID39141,RID5639
posteromedial,RID39142,RID5851
posterolateral,RID39143,RID5851
width,RID39144,RID10409
equivocal,RID39147,RID29
white,RID39151,RID38814
turbidity descriptor,RID39152,RID5738
turbid,RID39153,RID39152
purulent,RID39154,RID39152
measurement unit,RID39160,RID35977
Hounsfield unit,RID39161,RID39160
progressive,RID39162,RID5683
minimum,RID39163,RID10409
maximum,RID39164,RID10409
average value calculated,RID39165,RID12780
circumference,RID39167,RID10409
satisfactory,RID39170,RID39077
serrated,RID39171,RID5863
serosanguinous,RID39172,RID5738
sonographic Murphy sign,RID39173,RID10464
suboptimal,RID39174,RID39077
suspected,RID39175,RID29
symptomatic,RID39176,RID5683
uncertain,RID39177,RID29
uninterpretable image,RID39180,RID10
unsatisfactory,RID39182,RID39077
unstable,RID39183,RID5683
vomiting,RID39186,RID39238
wide,RID39187,RID29057
bilious,RID39207,RID5738
bloody,RID39208,RID5738
circumaortic,RID39209,RID39102
corticomedullary phase,RID39213,RID11079
nephrographic phase,RID39214,RID11079
excretory phase,RID39215,RID11079
echocardiography,RID39220,RID13060
femoral,RID39221,RID39102
gestation,RID39222,RID39129
gluteal,RID39223,RID39102
mean value calculated,RID39224,RID12780
nonevaluable,RID39225,RID39077
noncalcified,RID39226,RID5738
nonpatent,RID39227,RID5863
nonbilious,RID39228,RID5738
paraaortic,RID39229,RID39102
parovarian,RID39230,RID39102
pedicular,RID39231,RID39102
suprapedicular,RID39232,RID39102
perihilar,RID39233,RID39102
peristalsis,RID39234,RID39129
perpendicular,RID39235,RID5851
pial,RID39236,RID39102
premature,RID39237,RID5639
regurgitation,RID39238,RID5264
retroaortic,RID39239,RID39102
retroflexed,RID39240,RID5851
superolateral,RID39241,RID5817
supraclinoid,RID39242,RID39102
supralevator,RID39243,RID39102
swallowing,RID39244,RID39129
transperitoneal,RID39245,RID39102
allergy,RID39250,RID34727
anteroseptal,RID39251,RID39102
chemotherapy,RID39252,RID8
contamination,RID39253,RID11525
contralateral,RID39254,RID5817
impeded,RID39256,RID39085
tumor invasion of adjacent structure,RID39257,RID34379
near-atomic,RID39258,RID5772
pre-aortic,RID39261,RID39102
radiotherapy,RID39262,RID8
septal,RID39264,RID39102
mature,RID39266,RID5683
ulnar,RID39267,RID39102
unchanged,RID39268,RID5683
unfolded,RID39269,RID5863
worsening,RID39271,RID5683
dural,RID39272,RID39102
tumor stage,RID39273,RID35977
T stage,RID39274,RID39273
N stage,RID39275,RID39273
M stage,RID39276,RID39273
TX,RID39277,RID39274
T0 stage,RID39278,RID39274
Tis,RID39279,RID39274
T1 tumor stage,RID39280,RID39274
T2 tumor stage,RID39281,RID39274
T3 tumor stage,RID39282,RID39274
T4 tumor stage,RID39283,RID39274
T3a tumor stage,RID39284,RID39282
T3b tumor stage,RID39285,RID39282
T3c tumor stage,RID39286,RID39282
T4a tumor stage,RID39287,RID39283
T4b tumor stage,RID39288,RID39283
N0 lymph node stage,RID39289,RID39275
NX lymph node stage,RID39290,RID39275
N2 lymph node stage,RID39291,RID39275
N3 lymph node stage,RID39292,RID39275
N1 lymph node stage,RID39293,RID39275
MX distant metastasis stage,RID39294,RID39276
M1 distant metastasis stage,RID39295,RID39276
M0 distant metastasis stage,RID39296,RID39276
adequate,RID39308,RID39077
arcuate,RID39311,RID5863
elevated amount,RID39313,RID5761
suspicious,RID39314,RID5675
height,RID39316,RID10409
transglottic,RID39318,RID39102
after,RID39330,RID5716
before,RID39331,RID5716
post-transplant,RID39332,RID5729
fluid localization,RID39333,RID28708
intraoperative,RID39334,RID5716
greater than 14 weeks,RID39335,RID5716
less than 14 weeks,RID39336,RID5716
greater than 1 hour,RID39337,RID5716
less than 1 hour,RID39338,RID5716
arthrocentesis,RID39339,RID10398
compression repair of pseudoaneurysm,RID39340,RID10367
platelet-rich plasma injection,RID39342,RID49600
plural,RID39408,RID5761
composition,RID39409,RID35977
function descriptor,RID39410,RID6
metabolism descriptor,RID39411,RID39410
hypermetabolic,RID39412,RID39411
misregistration artifact,RID39413,RID11296
arterial phase (liver),RID39433,RID11080
delayed phase (liver),RID39437,RID11081
diagnostic,RID39446,RID39077
diameter reduction,RID39447,RID39449
diameter stability,RID39448,RID5683
change descriptor,RID39449,RID5683
feature,RID39452,RID35977
focal scar,RID39453,RID3829
homogeneous marked T2 hyperintensity,RID39458,RID39467
diameter increase,RID39460,RID39449
intralesional fat,RID39463,RID5752
lesional iron sparing,RID39465,RID5738
T2 hyperintensity,RID39467,RID35805
mild-moderate T2 hyperintensity,RID39468,RID39467
homogeneous marked T2 or T2* hypointensity,RID39471,RID49500
perfusion alteration,RID39473,RID39449
perivascular,RID39474,RID39102
pre-contrast imaging,RID39476,RID13060
rounded,RID39478,RID5863
subcapsular (liver),RID39480,RID39102
suggestive,RID39481,RID29
angle,RID39533,RID10409
early hepatic arterial phase,RID39534,RID11082
late hepatic arterial phase,RID39535,RID39127
diffusion-weighted hyperintensity,RID39536,RID35805
hysterosonography,RID39538,RID13060
oocyte retrieval,RID39539,RID1559
transrectal,RID39542,RID39102
transvaginal,RID39543,RID39102
growth,RID39547,RID35977
fetal growth,RID39548,RID39547
pregnancy stage,RID39549,RID35977
first trimester,RID39550,RID39549
second trimester,RID39551,RID39549
third trimester,RID39552,RID39549
additional area same body region,RID39556,RID49780
nuchal translucency evaluation,RID39557,RID13060
disappearance,RID39562,RID39449
in-vitro fertilization baseline,RID39568,RID13060
whole body,RID39569,RID6062
skull base to mid-thigh,RID39570,RID6062
tube insertion,RID43245,RID28707
guide wire placement,RID43246,RID28707
perilobular,RID43267,RID39102
perilymphatic,RID43268,RID39102
rectangular,RID43288,RID5863
uniformity descriptor,RID43293,RID6
homogeneously dense,RID43294,RID34240
adjacent to gallbladder,RID43295,RID39102
indeterminate or low suspicion for HCC,RID43301,RID43303
histologically confirmed HCC,RID43302,RID43303
certainty of HCC,RID43303,RID29
high suspicion for HCC,RID43304,RID43303
abuts capsule of liver,RID43327,RID45677
bulges capsule of liver,RID43328,RID45677
abuts hepatic vein,RID43329,RID45677
distorts hepatic vein,RID43330,RID45677
abuts portal vein,RID43331,RID45677
displaces portal vein,RID43333,RID45677
infiltrates wall into lumen of portal vein,RID43334,RID49514
lesional fat sparing,RID43347,RID5738
threshold growth (liver mass),RID43350,RID39449
HCC treatment,RID43352,RID8
ACE inhibitor,RID43373,RID7478
arbutamine,RID43374,RID43396
Fluorine-18 AV-45,RID43375,RID11692
I-123 carcinoembryonic antigen,RID43376,RID11692
diuretic,RID43377,RID35973
Tc-99m dimercapto succinic acid,RID43378,RID11692
Iodine-131 Hippuran,RID43382,RID11692
I-123,RID43384,RID11695
I-131,RID43386,RID11695
Indium-111 white blood cells,RID43390,RID50053
Iodine-123 phenylpentadecanoic acid,RID43391,RID11692
Tc-99m mercaptoacetyltriglycine,RID43393,RID11692
Tc-99m methylene-diphosphonate,RID43394,RID11692
stress agent,RID43396,RID35973
number of views,RID43397,RID35976
1 view,RID43399,RID43397
1-2 views,RID43400,RID43397
2-3 views,RID43401,RID43397
2 or more views,RID43402,RID43397
2 views,RID43403,RID43397
3-5 views,RID43404,RID43397
3 or more views,RID43405,RID43397
3 views,RID43406,RID43397
4 or more views,RID43407,RID43397
4 views,RID43408,RID43397
Tc-99m hepatobiliary iminodiacetic acid,RID43409,RID11692
radiolabeled human serum albumin,RID43555,RID11692
with delayed imaging,RID43556,RID7480
3 or fewer views,RID43557,RID43397
4 or fewer views,RID43558,RID43397
5 views,RID43559,RID43397
three phase imaging,RID43560,RID13060
duodenography,RID43561,RID13060
endoscopic retrograde cholangiopancreatography,RID43562,RID38813
esophagography,RID43563,RID13060
hysterosalpingography,RID43564,RID13060
loopogram,RID43565,RID13060
metastatic bone survey,RID43568,RID28819
percutaneous cholangiography,RID43569,RID28548
pyelography,RID43570,RID13060
retrograde pyelography,RID43571,RID43570
urethrography,RID43572,RID13060
retrograde urethrography,RID43573,RID43572
Sitzmarks test,RID43574,RID13060
T-tube cholangiography,RID43575,RID28548
cystourethrography,RID43576,RID13060
weight-bearing position,RID43577,RID10420
bucky,RID43578,RID10382
mouth to anus,RID43580,RID6062
fetal age,RID43581,RID5638
imaging view,RID43582,RID35976
AP view,RID43583,RID43582
apical lordotic view,RID43584,RID43582
bending view,RID43585,RID43582
cone view,RID43586,RID43582
decubitus view,RID43587,RID43582
erect view,RID43588,RID43582
extension view,RID43589,RID43582
flexion view,RID43590,RID43582
lateral view,RID43591,RID43582
left lateral decubitis view,RID43592,RID43582
left oblique view,RID43593,RID45661
PA view,RID43594,RID43582
right lateral decubitus view,RID43595,RID50110
right oblique view,RID43596,RID45661
spot view,RID43597,RID43582
named imaging view,RID43598,RID43582
Alexander view,RID43599,RID43598
Arcein view,RID43600,RID43598
Beclere view,RID43602,RID43598
Bertel view,RID43603,RID43598
Blackett Healy view,RID43604,RID43598
Broden view,RID43605,RID43598
Burman view,RID43606,RID43598
Camp Coventry view,RID43607,RID43598
Causton view,RID43608,RID43598
Chamberlain view,RID43609,RID43598
Chassard Lapine view,RID43610,RID43598
Chausse II view,RID43611,RID43598
Cleaves view,RID43612,RID43598
Clements view,RID43613,RID43598
Clements Nakayama view,RID43614,RID43598
Colcher Sussman view,RID43615,RID43598
Danelius Miller view,RID43616,RID43598
Dublap Swanson and Penner view,RID43617,RID43598
Ferguson view,RID43618,RID43598
Fisk view,RID43619,RID43598
Fleischner view,RID43620,RID43598
Friedman view,RID43621,RID43598
Fuchs view,RID43622,RID43598
Gaynor Hart view,RID43623,RID43598
Grandy view,RID43624,RID43598
Grashey view,RID43625,RID43598
Haas view,RID43626,RID43598
Henschen Schuller Lysholm view,RID43627,RID43598
Hirtz modification view,RID43629,RID43598
Holmblad view,RID43630,RID43598
Hough view,RID43631,RID43598
Hsieh view,RID43632,RID43598
Huchs view,RID43633,RID43598
Hughston view,RID43634,RID43598
Isherwood view,RID43635,RID43598
Judd view,RID43636,RID43598
Judet view,RID43637,RID43598
Kandel view,RID43638,RID43598
Kasabach view,RID43639,RID43598
Kechendorf view,RID43640,RID43598
Kemp Harper Eraso modification view,RID43641,RID43598
Kovacs view,RID43642,RID43598
Kurzbauer view,RID43643,RID43598
Laquerriere Pierquin view,RID43644,RID43598
Lauenstein Hickey view,RID43645,RID43598
Lawrence view,RID43646,RID43598
Leonard George view,RID43647,RID43598
Lewis Holly view,RID43648,RID43598
Lilienfeld view,RID43649,RID43598
Lindblom view,RID43650,RID43598
Lorenz Lilienfeld view,RID43651,RID43598
May view,RID43652,RID43598
Mayer view,RID43653,RID43598
Merchant view,RID43654,RID43598
Miller view,RID43655,RID43598
modified Cleaves view,RID43656,RID43598
modified Law view,RID43657,RID43598
modified Pawlow view,RID43658,RID43598
modified Titterington view,RID43659,RID43598
modified Towne view,RID43660,RID43598
modified Waters view,RID43661,RID43598
Moore view,RID43662,RID43598
Neer view,RID43663,RID43598
Nolke view,RID43664,RID43598
Norgaard view,RID43665,RID43598
original Cleaves view,RID43666,RID43598
original Law view,RID43667,RID43598
Ottonello view,RID43668,RID43598
Pearson view,RID43669,RID43598
Rafert Long view,RID43670,RID43598
Caldwell view,RID43671,RID43598
Cahoon view,RID43672,RID43598
Rafert view,RID43673,RID43598
reverse Waters view,RID43674,RID43598
Rhese view,RID43675,RID43598
Robert view,RID43676,RID43598
Schuller view,RID43677,RID43598
Settegast view,RID43678,RID43598
Staunig view,RID43679,RID43598
Stecher view,RID43680,RID43598
Stenvers view,RID43681,RID43598
Stryker notch view,RID43682,RID43598
Tarrant view,RID43683,RID43598
Taylor view,RID43684,RID43598
Teufel view,RID43685,RID43598
Towne view,RID43686,RID43598
Twining view,RID43687,RID43598
Valdini view,RID43688,RID43598
occipitomental view,RID43689,RID43582
West Point view,RID43690,RID43598
Wigby Taylor view,RID43691,RID43598
Wolf view,RID43692,RID43598
weight-bearing,RID43695,RID10370
radiolabeled DTPA,RID43696,RID11692
Tc-99m DTPA,RID43697,RID43696
physician manipulation attribute,RID43698,RID35976
with physician manipulation,RID43699,RID43698
without physician manipulation,RID43700,RID43698
multiple areas same body region,RID43701,RID49780
single breath,RID45637,RID10494
stimulation,RID45638,RID39128
suppression,RID45639,RID39128
wall motion,RID45640,RID39129
shunt detection,RID45641,RID1559
shunt patency,RID45642,RID11506
venous shunt patency,RID45643,RID45642
vascular flow,RID45644,RID13035
ejection fraction,RID45645,RID10409
liquid,RID45646,RID5738
ventilation,RID45647,RID39128
ictal,RID45648,RID39410
probe,RID45649,RID29033
electroencephalogram probe,RID45650,RID45649
redistribution,RID45651,RID39128
treatment planning,RID45652,RID39128
generalized descriptor,RID45653,RID6
determination type,RID45654,RID35976
single determination,RID45655,RID45654
multiple determination,RID45656,RID45654
imaging pass,RID45657,RID35976
first pass,RID45658,RID45657
babygram,RID45659,RID13060
extended,RID45660,RID28642
oblique view,RID45661,RID43582
AP supine view,RID45662,RID43583
swimmers view,RID45663,RID43582
iso- to slightly hypodense,RID45673,RID6041
iso- to slightly hyperdense,RID45674,RID6041
lesion effect on liver,RID45677,RID34379
bland thrombus in portal vein,RID45678,RID49514
obstructs biliary ducts,RID45679,RID45677
retracts capsule of liver,RID45680,RID45677
tumor thrombus in portal vein,RID45681,RID49514
blood pool imaging,RID45693,RID13060
Tc-99m white blood cells,RID45695,RID50053
surgical biopsy,RID45698,RID38611
stereotactic biopsy,RID45699,RID49777
needle localization,RID45700,RID28708
callback,RID45701,RID5683
computer-aided detection,RID45702,RID12633
additional views,RID45703,RID49780
galactography,RID45705,RID13060
with implants,RID45706,RID39102
multiple ducts,RID45707,RID6062
single duct,RID45708,RID6062
endoscopy,RID45710,RID38607
catheter insertion,RID45711,RID28707
fistulography,RID45714,RID13060
sinography,RID45715,RID13060
laryngography,RID45716,RID13060
pharyngography,RID45717,RID13060
videography,RID45718,RID13060
diaphragm functional imaging,RID45719,RID13060
mixed lytic and sclerotic,RID45723,RID45748
sclerotic,RID45724,RID6041
chondroid,RID45725,RID6041
lucent,RID45728,RID6041
lytic,RID45729,RID6041
ivory-like,RID45730,RID45797
rings and arcs,RID45731,RID45797
cloud-like,RID45732,RID45797
flocculent,RID45733,RID45797
non-septated,RID45734,RID45797
thick sclerotic,RID45739,RID45724
thin sclerotic,RID45740,RID45724
non-sclerotic,RID45741,RID6041
mixed sclerotic and non-sclerotic,RID45748,RID6041
non-destructive,RID45749,RID5675
periosteal reaction,RID45750,RID39129
lamellated or onion skin,RID45752,RID5863
continuous,RID45753,RID5863
thick continuous,RID45754,RID45753
thin continuous,RID45755,RID45753
thick interrupted,RID45756,RID5863
thin interrupted,RID45757,RID5863
non-aggressive,RID45764,RID5675
cortical,RID45765,RID39102
nephroureterostomy,RID45768,RID1744
non-expansile,RID45769,RID5675
intermediately aggressive,RID45770,RID5675
microspheres,RID45771,RID49560
intrathecal,RID45772,RID39102
I-131 tositumomab,RID45773,RID11692
